id,addr_gba,scene,context,max_bytes,max_chars,en,mt,final,status,notes
00EBFB90,0x8EBFB90,main-text,,67,33,"Attacks with savage,[/n]roaring winds. Sets[/n]tailwind. Weather-[/n]based.",用狂野咆哮[/n]之风攻击.[/p]设置顺风[/n].天气系.,,machine-translated, [ptr:0xec2580]
00EBFBD4,0x8EBFBD4,main-text,,70,34,Attacks the foe with a[/n]thunderous tempest.[/n]Sets rain. Weather-[/n]based.,用雷鸣暴风[/n]攻击对手.[/p]设置雨天[/n].天气系.,,machine-translated, [ptr:0xec2584]
00EBFC1C,0x8EBFC1C,main-text,,70,34,Attacks with searing[/n]winds and sands. Sets[/n]sandstorm. Weather-[/n]based.,用灼热风[/n]沙攻击.设[/p]置沙暴.[/n]天气系.,,machine-translated, [ptr:0xec2588]
00EBFC64,0x8EBFC64,main-text,,73,36,Attacks with winds of[/n]love and hate. Sets[/n]fairy terrain. Weather-[/n]based.,用爱恨之风[/n]攻击.设置[/p]妖精场地[/n].天气系.,,machine-translated, [ptr:0xec258c]
00EBFCB0,0x8EBFCB0,main-text,,85,42,"A slice that has a 50%[/n]chance to cause[/n]paralysis, poison, or[/n]bleed. Keen Edge boost.",一刀有50%[/n]几率造成麻痹中[/p]毒或出血.锐[/n]利之刃加成.,,machine-translated, [ptr:0xec2590]
00EBFD08,0x8EBFD08,main-text,,58,28,Sharply raises the[/n]Defense of the user and[/n]their partner.,大幅使用[/n]方和搭档[/p]的防御.,,machine-translated, [ptr:0xec2594]
00EBFD44,0x8EBFD44,main-text,,56,27,Forces the target to[/n]switch. -6 priority.[/n]Hammer-based.,强制目标交[/n]换.-6先制[/p]度.锤系.,,machine-translated, [ptr:0xec2598]
00EBFD7C,0x8EBFD7C,main-text,,66,32,The user strikes the[/n]foe's legs. Always[/n]paralyzes. Hammer-[/n]based.,攻击对手[/n]腿部必[/p]定麻痹.[/n]锤系.,,machine-translated, [ptr:0xec259c]
00EBFDC0,0x8EBFDC0,main-text,,67,33,An oddly sounding[/n]attack that may[/n]infatuate the foe.[/n]Hammer-based.,奇怪声音[/n]的攻击可能[/p]魅惑对手[/n].锤系.,,machine-translated, [ptr:0xec25a0]
00EBFE04,0x8EBFE04,main-text,,67,33,The foe is struck with[/n]ancient attacks. -2[/n]priority. Hammer-based.,用古代招式攻[/n]击对手.-2先[/p]制度.锤系.,,machine-translated, [ptr:0xec25a4]
00EBFE48,0x8EBFE48,main-text,,53,26,Deals damage and sets[/n]grassy terrain. Hammer-[/n]based.,造成伤害并[/n]设置草场[/p]地.锤系.,,machine-translated, [ptr:0xec25a8]
00EBFE80,0x8EBFE80,main-text,,37,18,20% chance to confuse.[/n]Hammer-based.,20%混乱几[/n]率.锤系.,,machine-translated, [ptr:0xec25ac]
00EBFEA8,0x8EBFEA8,main-text,,64,31,Strikes the foe[/n]fearsomely on the back.[/n]30% chance to paralyze.,可怕地从背[/n]后攻击对手3[/p]0%麻痹.,,machine-translated, [ptr:0xec25b0]
00EBFEE8,0x8EBFEE8,main-text,,83,41,Slams foes with lots of[/n]electricity. Super-[/n]effective against[/n]Steel. Hammer-based.,用大量电力[/n]摔打对手.[/p]对钢效果绝[/n]佳.锤系.,,machine-translated, [ptr:0xec25b4]
00EBFF3C,0x8EBFF3C,main-text,,56,27,50% chance to clear[/n]hazards. -1 priority.[/n]Hammer-based.,50%清除障[/n]碍.-1先[/p]制度.锤系.,,machine-translated, [ptr:0xec25b8]
00EBFF74,0x8EBFF74,main-text,,66,32,A massive strike with a[/n]hammer of immense[/n]power. Ignores Protect.,用巨大力量[/n]之锤重击.[/p]无视守住.,,machine-translated, [ptr:0xec25bc]
00EBFFB8,0x8EBFFB8,main-text,,65,32,The user launches a[/n]heavy object. Breaks[/n]barriers. Hammer-based.,发射重物[/n].打破屏障[/p].锤系.,,machine-translated, [ptr:0xec25c0]
00EBFFFC,0x8EBFFFC,main-text,,74,36,30% chance to trap and[/n]make attacks always hit[/n]the target. Hammer-[/n]based.,30%困住[/n]目标使攻[/p]击必定命中[/n].锤系.,,machine-translated, [ptr:0xec25c4]
00EC0048,0x8EC0048,main-text,,74,36,"Transfers the user's[/n]status to the target,[/n]curing the user.[/n]Hammer-based.",将使用方状[/n]态转移给目[/p]标治愈使用[/n]方.锤系.,,machine-translated, [ptr:0xec25c8]
00EC0094,0x8EC0094,main-text,,65,32,The user slams its[/n]ghostly body into the[/n]foe. 33% recoil damage.,用幽灵之体[/n]撞向对手3[/p]3%反冲.,,machine-translated, [ptr:0xec25cc]
00EC00D8,0x8EC00D8,main-text,,47,23,50% chance to cause[/n]drowsiness. Hammer-[/n]based.,50%造[/n]成困意[/p].锤系.,,machine-translated, [ptr:0xec25d0]
00EC0108,0x8EC0108,main-text,,56,27,Lowers the user's[/n]speed. Iron fist boost.[/n]Hammer-based.,降低使用方[/n]速度.铁拳加[/p]成.锤系.,,machine-translated, [ptr:0xec25d4]
00EC0140,0x8EC0140,main-text,,44,21,Predicts a 40bp Future[/n]Sight. Hammer-based.,预判40威力预[/n]知未来.锤系.,,machine-translated, [ptr:0xec25d8]
00EC016C,0x8EC016C,main-text,,49,24,Can lower the defense[/n]of targets. Hammer-[/n]based.,可能降低[/n]目标防御[/p].锤系.,,machine-translated, [ptr:0xec25dc]
00EC01A0,0x8EC01A0,main-text,,64,31,Slams with a beetle-[/n]like hammer. 30% to[/n]confuse. Hammer-based.,用甲虫般锤子[/n]摔打30%[/p]混乱.锤系.,,machine-translated, [ptr:0xec25e0]
00EC01E0,0x8EC01E0,main-text,,56,27,A rain of pebbles hits[/n]both targets. 20%[/n]flinch chance.,卵石雨命中两[/n]侧目标20[/p]%畏缩几率.,,machine-translated, [ptr:0xec25e4]
00EC0218,0x8EC0218,main-text,,74,36,A surge of water that[/n]hits twice. 10% drench[/n]chance. Mega Launcher[/n]boost.,水之涌流连续攻[/n]击两次10%[/p]潮湿几率.超级[/n]发射器加成.,,machine-translated, [ptr:0xec25e8]
00EC0264,0x8EC0264,main-text,,71,35,Toxic pins are shot at[/n]the foe and hit 2 - 5[/n]times. 10% poison[/n]chance.,射出剧毒之刺[/n]命中对手2[/p]-5次10%[/n]中毒几率.,,machine-translated, [ptr:0xec25ec]
00EC02AC,0x8EC02AC,main-text,,66,32,Bashes the foe with a[/n]fiery horn. 10% chance[/n]to burn. Horn-based.,用燃烧的角猛[/n]击对手10%[/p]灼伤.角系.,,machine-translated, [ptr:0xec25f0]
00EC02F0,0x8EC02F0,main-text,,57,28,Attacks the foe with a[/n]flurry of blows. hits 2-[/n]5 times.,用密集拳击[/n]攻击对手[/p]2-5次.,,machine-translated, [ptr:0xec25f4]
00EC032C,0x8EC032C,main-text,,80,39,An eerie fog lasting[/n]eight turns drains[/n]boosts from non-Ghost[/n]and Psychic mons.,诡异雾持续8回[/n]合吸取非幽灵[/p]和超能力宝可梦[/n]的能力提升.,,machine-translated, [ptr:0xec25f8]
00EC037C,0x8EC037C,main-text,,71,35,"A mystic, powerful[/n]dance that boosts the[/n]user's SpAtk and Speed[/n]stats.",神秘强力[/n]舞蹈提[/p]升特攻和[/n]速度.,,machine-translated, [ptr:0xec25fc]
00EC03C4,0x8EC03C4,main-text,,45,22,Pummels the target[/n]repeatedly. Hammer[/n]based.,反复猛[/n]击目标.[/p]锤系.,,machine-translated, [ptr:0xec2600]
00EC03F4,0x8EC03F4,main-text,,51,25,Pelts the target with[/n]hot kernels.10% burn[/n]chance.,向目标投掷[/n]热核.10%[/p]灼伤几率.,,machine-translated, [ptr:0xec2604]
00EC0428,0x8EC0428,main-text,,71,35,Rushes forward and[/n]bites the foe. -1 Speed[/n]to foe or +1 Speed to[/n]user.,冲向前方咬住[/n]对手.降低对[/p]手速度或提[/n]升自身速度.,,machine-translated, [ptr:0xec2608]
00EC0470,0x8EC0470,main-text,,67,33,Protects against non-[/n]Fire-type moves. Slows[/n]attackers on contact.,抵挡非火属性[/n]招式.接触[/p]攻击者减速.,,machine-translated, [ptr:0xec260c]
00EC04B4,0x8EC04B4,main-text,,65,32,Lowers Speed. 50%[/n]chance to bleed. Can't[/n]be used twice in a row.,降低速度.5[/n]0%出血.连续[/p]使用会失败.,,machine-translated, [ptr:0xec2610]
00EC04F8,0x8EC04F8,main-text,,69,34,"An attack that is[/n]boosted if user is[/n]burned, poisoned, or[/n]paralyzed.",使用方灼[/n]伤中毒或[/p]麻痹时威[/n]力提升.,,machine-translated, [ptr:0xec2614]
00EC0540,0x8EC0540,main-text,,74,36,50% chance to bleed.[/n]50% chance to fear.[/n]Double damage when[/n]switching in.,50%出血.[/n]50%恐惧[/p].交换入场时[/n]双倍伤害.,,machine-translated, [ptr:0xec2618]
00EC058C,0x8EC058C,main-text,,78,38,30% chance to bleed.[/n]50% more damage if the[/n]foe is bleeding. Keen[/n]Edge boost.,30%出血.[/n]对手出血时+5[/p]0%伤害.锐[/n]利之刃加成.,,machine-translated, [ptr:0xec261c]
00EC05DC,0x8EC05DC,main-text,,73,36,Deals 2x damage to[/n]sleeping foes. 10%[/n]chance for drowsy. Hits[/n]both foes.,对入睡对手[/n]双倍伤害1[/p]0%困意.[/n]命中两侧.,,machine-translated, [ptr:0xec2620]
00EC0628,0x8EC0628,main-text,,64,31,Strikes both foes with[/n]a rain of crystals. Uses[/n]higher offense.,用水晶之雨攻[/n]击两侧对手.使[/p]用更高攻击.,,machine-translated, [ptr:0xec2624]
00EC0668,0x8EC0668,main-text,,48,23,The user shoots 3 beams[/n]of light at the target.,向目标射出[/n]3道光束.,,machine-translated, [ptr:0xec2628]
00EC0698,0x8EC0698,main-text,,74,36,The foe is hit with a[/n]huge explosion. Can[/n]only be used every-[/n]other turn.,被巨大爆炸[/n]击中.每[/p]隔一回合才[/n]能使用.,,machine-translated, [ptr:0xec262c]
00EC06E4,0x8EC06E4,main-text,,85,42,"Evades attacks with[/n]certainty, paralyzing[/n]attackers. May fail if[/n]used in succession.",必定闪避攻[/n]击麻痹攻击者[/p].连续使用[/n]可能失败.,,machine-translated, [ptr:0xec2630]
00EC073C,0x8EC073C,main-text,,55,27,The foe is hit with a[/n]huge explosion. 20%[/n]burn chance.,被巨大爆炸[/n]击中.20%[/p]灼伤几率.,,machine-translated, [ptr:0xec2634]
00EC0774,0x8EC0774,main-text,,69,34,"Burns the target,[/n]including Fire types.[/n]Suppresses abilities in[/n]fog.",灼伤目标[/n]包括火属性[/p].雾中抑[/n]制特性.,,machine-translated, [ptr:0xec2638]
00EC07BC,0x8EC07BC,main-text,,79,39,The foe falls into[/n]despair. All Psychic-[/n]type moves they use[/n]miss for 3 turns.,对手陷入绝望.[/n]其使用的超能[/p]力招式3回合内[/n]必定未命中.,,machine-translated, [ptr:0xec263c]
00EC080C,0x8EC080C,main-text,,77,38,Strikes the foe with a[/n]projected fist. Ignores[/n]stat boosts. Iron Fist[/n]boost.,用投射拳击[/n]中对手无视[/p]能力提升.[/n]铁拳加成.,,machine-translated, [ptr:0xec2640]
00EC085C,0x8EC085C,main-text,,58,28,The user retrieves its[/n]lost item and switches[/n]to an ally.,取回丢失[/n]道具并交[/p]换队友.,,machine-translated, [ptr:0xec2644]
00EC0898,0x8EC0898,main-text,,61,30,Recovers a used item if[/n]this attack knocks out[/n]the opponent.,若此攻击击倒[/n]对手则恢复使[/p]用过的道具.,,machine-translated, [ptr:0xec2648]
00EC08D8,0x8EC08D8,main-text,,80,39,Clears the current[/n]weather and prevents[/n]new weather from being[/n]set for 5 turns.,清除当前天[/n]气并阻止5[/p]回合内设[/n]置新天气.,,machine-translated, [ptr:0xec264c]
00EC0928,0x8EC0928,main-text,,73,36,Hides on the first turn[/n]scares the foe on the[/n]second. 30% flinch[/n]chance.,首回合隐蔽[/n]次回合恐吓对手.[/p]30%几率使对手畏缩.[/n],,machine-translated, [ptr:0xec2650]
00EC0974,0x8EC0974,main-text,,72,35,"Strikes with a mighty[/n]gale, but the user's[/n]Speed is lowered. Air[/n]based.","以猛烈狂风攻击[/n],但使用者速度降低.[/p]飞行属性.[/n]",,machine-translated, [ptr:0xec2654]
00EC09BC,0x8EC09BC,main-text,,58,28,30% chance to lower[/n]Special Defense. Never[/n]misses in fog.,30%几率降低特防.[/n]雾天必中.[/n],,machine-translated, [ptr:0xec2658]
00EC09F8,0x8EC09F8,main-text,,63,31,Deals heavy damage.[/n]Afterwards the user[/n]loses its Dark typing.,造成巨大伤害.[/n]之后使用者失去恶属性.[/n],,machine-translated, [ptr:0xec265c]
00EC0A38,0x8EC0A38,main-text,,47,23,Deals damage and then[/n]switches out. Air based.,造成伤害后替换下场.[/n]飞行属性.,,machine-translated, [ptr:0xec2660]
00EC0A68,0x8EC0A68,main-text,,72,35,Spreads spikes that[/n]inflict bleeding on the[/n]next opponent to switch[/n]in.,"撒下尖钉,使一个上场的对手降入出[/n]血状态.[/n][/n][/n]",,machine-translated, [ptr:0xec2664]
00EC0AB0,0x8EC0AB0,main-text,,52,25,Heals status and raises[/n]SpAtk and SpDef by 1[/n]stage.,回复异常状态并提升特攻特防1级.[/n][/n],,machine-translated, [ptr:0xec2668]
00EC0AE4,0x8EC0AE4,main-text,,64,31,Guides an ally onto the[/n]field. They take -35%[/n]damage this turn.,引导同伴上场.本回合受到的伤害减[/n]少35%.[/n][/n],,machine-translated, [ptr:0xec266c]
00EC0B24,0x8EC0B24,main-text,,48,23,50% chance to raise[/n]Special Attack. Dance[/n]move.,50%几率提升特攻.[/n]舞蹈类招式.[/n],,machine-translated, [ptr:0xec2670]
00EC0B54,0x8EC0B54,main-text,,39,19,50% chance to raise[/n]Speed. Dance move.,50%几率提升速度.[/n]舞蹈类招式.,,machine-translated, [ptr:0xec2674]
00EC0B7C,0x8EC0B7C,main-text,,39,19,50% chance to raise[/n]Speed. Dance move.,50%几率提升速度.[/n]舞蹈类招式.,,machine-translated, [ptr:0xec2678]
00EC0BA4,0x8EC0BA4,main-text,,54,26,Hits both opponents.[/n]30% chance to flinch.[/n]Air based.,攻击双方对手.[/n]30%几率使对手畏缩.[/p]飞行属性.,,machine-translated, [ptr:0xec267c]
00EC0BDC,0x8EC0BDC,main-text,,59,29,Throws an egg filled[/n]with toxins. Badly[/n]poisons the target,水煮蛋片[/n][/n],,machine-translated, [ptr:0xec2680]
00EC0C18,0x8EC0C18,main-text,,73,36,Deals damage and raises[/n]the user's highest[/n]attack or defense by 1[/n]stage.,造成伤害并提升使用者最高的攻击或[/n]防御1级.[/n][/n][/n],,machine-translated, [ptr:0xec2684]
00EC0C64,0x8EC0C64,main-text,,70,34,A jabbing attack. 30% [/n]chance to inflict[/n]bleeding. Mighty Horn[/n]boost.,突刺攻击.30%几率降出血.[/n][/p]大角增强.[/n],,machine-translated, [ptr:0xec2688]
00EC0CAC,0x8EC0CAC,main-text,,67,33,A jabbing attack. 30% [/n]chance to lower[/n]Defense. Mighty Horn[/n]boost.,突刺攻击.30%几率降低防御.[/n]大角增强.[/n],,machine-translated, [ptr:0xec268c]
00EC0CF0,0x8EC0CF0,main-text,,63,31,Dives and then attacks[/n]on the next turn. 20%[/n]chance to poison.,潜入水中后次回合攻击.[/n]20%几率中毒.[/n],,machine-translated, [ptr:0xec2690]
00EC0D30,0x8EC0D30,main-text,,66,32,"Clears other rooms and[/n]sets Magic Room, then[/n]switches to an ally.","清除其他房间并展开魔法空间,然后[/n]替换同伴.[/n][/n]",,machine-translated, [ptr:0xec2694]
00EC0D74,0x8EC0D74,main-text,,73,36,Deals damage and raises[/n]the user's highest[/n]attack or defense by 1[/n]stage.,造成伤害并提升使用者最高的攻击或[/n]防御1级.[/n][/n][/n],,machine-translated, [ptr:0xec2698]
00EC0DC0,0x8EC0DC0,main-text,,58,28,Hits three times. More[/n]powerful with each[/n]successive hit.,连续攻击三次.[/n]每次味道更强.[/n],,machine-translated, [ptr:0xec269c]
00EC0DFC,0x8EC0DFC,main-text,,72,35,"Strikes with a white[/n]hot horn, ignoring stat[/n]changes. Might Horn[/n]boost.","以热的角攻击,无视能力变化.[/n]大角增强.[/n]",,machine-translated, [ptr:0xec26a0]
00EC0E44,0x8EC0E44,main-text,,51,25,Foe's last move has 3 PP[/n]cut. Mega launcher[/n]boost.,对手最后使用的招式减少3PP.超级发[/n]射器增强.[/n],,machine-translated, [ptr:0xec26a4]
00EC0E78,0x8EC0E78,main-text,,69,34,A powerful punch that[/n]never misses. High crit[/n]rate. Iron Fist boost.,"一记强力的拳击,必中.[/n]高暴击率.铁拳增强.[/n]",,machine-translated, [ptr:0xec26a8]
00EC0EC0,0x8EC0EC0,main-text,,67,33,Rotates its body like a[/n]drill. High crit ratio.[/n]Mighty Horn boost.,身体旋转如钻头.高暴击率.大角增强.[/n],,machine-translated, [ptr:0xec26ac]
00EC0F04,0x8EC0F04,main-text,,63,31,A strong punch from the[/n]shadows. Always hits.[/n]Iron Fist boost.,从暗处发出的强力一击.必中.铁拳增[/n]强.[/n],,machine-translated, [ptr:0xec26b0]
00EC0F44,0x8EC0F44,main-text,,63,31,A powerful punch. 30%[/n]chance to drop defense.[/n]Iron Fist boost.,一记强力拳击.30%几率降低防御.铁[/n]拳增强.[/n],,machine-translated, [ptr:0xec26b4]
00EC0F84,0x8EC0F84,main-text,,76,37,Shoots a strong energy[/n]projectile. 10%[/n]paralyze chance Mega[/n]Launcher Boost.,,,untranslated, [ptr:0xec26b8]
00EC0FD0,0x8EC0FD0,main-text,,68,33,The user emits a sound[/n]by hitting their[/n]metallic body[/n]rhythmically.,,,untranslated, [ptr:0xec26bc]
00EC1014,0x8EC1014,main-text,,80,39,The user's spirit[/n]surges from a azure[/n]full moon. Cannot be[/n]used twice in a row.,使用者的精神从青空满月中激发.[/n]不可连续使用两次.[/n],,machine-translated, [ptr:0xec26c0]
00EC1064,0x8EC1064,main-text,,53,26,Hits 2 to 5 times. Has[/n]+1 priority. Iron Fist[/n]boost.,连续攻击2到5次.[/n]+1优先度.铁拳增强.[/n],,machine-translated, [ptr:0xec26c4]
00EC109C,0x8EC109C,main-text,,72,35,Super effective vs[/n]Poison. Can't be used[/n]twice in a row. Hammer-[/n]based.,对毒属性有效.[/n]不可连续使用两次.锤子类.[/n][/n],,machine-translated, [ptr:0xec26c8]
00EC10E4,0x8EC10E4,main-text,,51,25,Supresses the targets[/n]abilities then switches[/n]out.,"封锁对手的特性,然后替换下场.[/n][/n]",,machine-translated, [ptr:0xec26cc]
00EC1118,0x8EC1118,main-text,,60,29,"Makes the target move[/n]last. 20% drench[/n]chance, 50% in rain.","使对手行动顺序变后.[/n]20%湿润率,雨天50%.[/n]",,machine-translated, [ptr:0xec26d0]
00EC1154,0x8EC1154,main-text,,49,24,Adds dark type and[/n]enraged status to the[/n]target.,为对手附加恶属性和怒气状态.[/n][/n],,machine-translated, [ptr:0xec26d4]
00EC1188,0x8EC1188,main-text,,42,20,Attacks with wind that[/n]hits both targets.,"用风进行攻击,攻击双方对手.[/n]",,machine-translated, [ptr:0xec26dc]
00EC11B4,0x8EC11B4,main-text,,52,25,"Howling winds shake the[/n]heavens, hitting both[/n]foes.","狂风摇动天际,攻击双方对手.[/n][/n]",,machine-translated, [ptr:0xec26e0]
00EC11E8,0x8EC11E8,main-text,,63,31,Boosts Poison-type[/n]moves for 8 turns and[/n]deals 1/16 HP damage.,"增强毒属性招式8回合,每回合造成1/[/n]16HP伤害.[/n][/n]",,machine-translated, [ptr:0xec26d8]
00EC1228,0x8EC1228,main-text,,65,32,"Strikes and negates[/n]evs, items, boosts, and[/n]hits lowest defense.","攻击并无视个体值,道具,能力变化,[/n]攻击防御最低的对手.[/n][/n]",,machine-translated, [ptr:0xec26e4]
00EC126C,0x8EC126C,main-text,,76,37,Hits both sides with a[/n]thundershock at the[/n]end of each turn for 2-[/n]5 turns.,"用雷击攻击双方,每回合结束时发动,[/n]持续2-5回合.[/n][/n][/n]",,machine-translated, [ptr:0xec26e8]
00EC12B8,0x8EC12B8,main-text,,79,39,"Fires an energy prism,[/n]lowers acc. of the foe[/n]by 1, 10% chance to[/n]confuse foe.","发射能量棱镜,降低对手命中率1级,[/n]10%几率使对手混乱.[/n][/n][/n]",,machine-translated, [ptr:0xec26ec]
00EC1308,0x8EC1308,main-text,,56,27,Charges with earth[/n]shattering power. 33%[/n]recoil damage.,,,untranslated, [ptr:0xec26f0]
00EC1340,0x8EC1340,main-text,,56,27,Hits the foe with 3[/n]explosive snowballs.[/n]10% Frostbite.,向对手投掷3个爆炸雪球.[/n]10%冻伤.[/n],,machine-translated, [ptr:0xec26f4]
00EC1378,0x8EC1378,main-text,,74,36,"A wide reaching bomb is[/n]thrown, hitting the[/n]field with A 30% burn[/n]chance.","投掷一枚大范围炸弹,击中场地,30%[/n]焚伤率.[/n][/n][/n]",,machine-translated, [ptr:0xec26f8]
00EC13C4,0x8EC13C4,main-text,,41,20,Throws a ball forward.[/n]20% flinch chance,向前方投出球.[/n]20%畏缩率,,machine-translated, [ptr:0xec26fc]
00EC13F0,0x8EC13F0,main-text,,48,23,Heals you and your ally[/n]by 25% and does damage.,恢复自己和同伴25%HP并造成伤害.[/n],,machine-translated, [ptr:0xec2700]
00EC1420,0x8EC1420,main-text,,43,21,Throws a heavy sphere.[/n]30% to lower speed.,投掷沉重的球体.[/n]30%几率降低速度.,,machine-translated, [ptr:0xec2704]
00EC144C,0x8EC144C,main-text,,37,18,Drops 2 to 5 blocks[/n]onto the target.,投下2到5块.[/n],,machine-translated, [ptr:0xec2708]
00EC1474,0x8EC1474,main-text,,55,27,Hits twice. Uses elec.[/n]or fire based on[/n]effectiveness.,攻击两次.根据有效性使用电或火属[/n]性.[/n][/n],,machine-translated, [ptr:0xec270c]
